ID,Comment,Cleaned_Comment,Lemmatized_Comment,Label
550,"Just watched this again with my band today and Jesus this movie so good. Such an incredibly disarming film that starts so wildly funny but pivots gruesomely fast to fully hit you in the gut with a wild twist and ending. Even on the twelfth time of watching this movie, Parasite hits! The symbolism of upstairs vs downstairs, the wealth gap, and extreme privilege of the upper class in South Korea is so well depicted through the visuals and script. Cannot imagine a movie more worthy of its best picture title.",watched band today jesus movie good incredibly disarming film starts wildly funny pivots gruesomely fast fully hit gut wild twist ending even twelfth time watching movie parasite hits symbolism upstairs vs downstairs wealth gap extreme privilege upper class south korea well depicted visuals script imagine movie worthy best picture title,watched band today jesus movie good incredibly disarming film start wildly funny pivot gruesomely fast fully hit gut wild twist ending even twelfth time watching movie parasite hit symbolism upstairs v downstairs wealth gap extreme privilege upper class south korea well depicted visuals script imagine movie worthy best picture title,positive
551,"you know shit is good when every letter in the title is also in the word ""masterpiece""",know shit good every letter title also word masterpiece,know shit good every letter title also word masterpiece,positive
552,Can never see this one enough times. Saw it with the Family and they loved it. Somehow gets better every time I see it and notice something new each time. One of the most unique films I've ever seen.,never see one enough times saw family loved somehow gets better every time see notice something new time one unique films ive ever seen,never see one enough time saw family loved somehow get better every time see notice something new time one unique film ive ever seen,positive
553,"Even after eight watches, the peach montage gives me CHILLS!!!",even eight watches peach montage gives chills,even eight watch peach montage give chill,neutral
554,"Academy, you gave this movie the awards it deserves. RESPECT!",academy gave movie awards deserves respect,academy gave movie award deserves respect,neutral
555,Really Great -> 2019 Ranking (#3/132),really great 2019 ranking 3132,really great 2019 ranking 3132,positive
556,I didn’t believe the hype.,didnt believe hype,didnt believe hype,neutral
557,A personal fuck-you to anyone who completed their “best films of the 2010s” list in the first half of 2019. Bong Joon-Ho really saved the best for last huh ?,personal fuckyou anyone completed best films 2010s list first half 2019 bong joonho really saved best last huh,personal fuckyou anyone completed best film 2010s list first half 2019 bong joonho really saved best last huh,positive
558,Fuck. That was beyond mesmerizing.,fuck beyond mesmerizing,fuck beyond mesmerizing,negative
559,"I have been sick as a dog and found out I’ve got a parasite. So, what else is there to do, other than rewatch the academy award best picture winner ‘Parasite’. And let me tell you this still bangs! Really is a classic",sick dog found ive got parasite else rewatch academy award best picture winner parasite let tell still bangs really classic,sick dog found ive got parasite else rewatch academy award best picture winner parasite let tell still bang really classic,positive
560,"I wonder what Bong Joon-ho's servants think of this film, or the domestic staff of Milky Lee, the billionaire heiress who funded it (her grandaddy made Samsung)? I'm beginning to think the reason Korean cinema is taking off in the West is because they couldn't get away with this vile trash if they made it here - the servants would most likely be non-white or immigrants, and the media class would have to pretend they were outraged by a film about deranged, cartoon villains who cheat and lie their way into a wealthy family's good graces, leading to manslaughter, among many other crimes.",wonder bong joonhos servants think film domestic staff milky lee billionaire heiress funded grandaddy made samsung im beginning think reason korean cinema taking west couldnt get away vile trash made servants would likely nonwhite immigrants media class would pretend outraged film deranged cartoon villains cheat lie way wealthy familys good graces leading manslaughter among many crimes,wonder bong joonhos servant think film domestic staff milky lee billionaire heiress funded grandaddy made samsung im beginning think reason korean cinema taking west couldnt get away vile trash made servant would likely nonwhite immigrant medium class would pretend outraged film deranged cartoon villain cheat lie way wealthy family good grace leading manslaughter among many crime,positive
